round	kill_ts	max_n	last_n	inject_ts	window_s	wal_project	wal_global	class	busy_project	busy_global	passive_project	passive_global	thr_project	thr_global	blur_pct	note
1	1786618725.445	13	16	1786618720.215	5.230	144232	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
2	1786618807.975	36	38	1786618803.927	4.048	181312	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
3	1786618885.059	32	33	1786618882.313	2.746	173072	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
4	1786618957.315	29	31	1786618953.737	3.578	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
5	1786619041.174	37	39	1786619037.103	4.071	185432	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
6	1786619108.899	25	26	1786619106.069	2.830	238992	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
7	1786619188.065	32	36	1786619182.905	5.160	230752	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
8	1786619270.006	37	39	1786619266.353	3.653	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
9	1786619355.630	35	38	1786619350.621	5.009	210152	61832	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
10	1786619427.937	29	30	1786619425.069	2.868	173072	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
11	1786619506.399	31	33	1786619502.182	4.217	164832	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
12	1786619576.919	28	28	1786619575.750	1.169	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
13	1786619634.500	18	20	1786619631.110	3.390	247232	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
14	1786619708.981	28	32	1786619702.443	6.538	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
15	1786619782.288	28	28	1786619780.637	1.651	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
16	1786619841.329	19	19	1786619839.766	1.563	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
17	1786619921.930	37	37	1786619920.652	1.278	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
18	1786619997.456	32	32	1786619995.810	1.646	140112	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
19	1786620054.708	17	18	1786620051.568	3.140	148352	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
20	1786620140.697	37	40	1786620136.001	4.696	354352	53592	VALID	0
0	0
0	0
0	0
0	0
0	0
0		
